,target,text
2265,1,20日，江苏兴化市周庄镇农贸市场发生一起城管执法人员与一名农妇纠缠致其重伤的事件。22日下午，该农妇在医院里经抢救无效死亡。城管在执法中掀翻了经营户李祖扣摊点，李夫妇与城管人员发生了厮打、纠缠，李祖扣妻子、56岁的林红英腹部被踢一脚造成肝血管、脾脏破裂引发死亡。
1248,0,"[花心]食肉兽的福利来了！！原中山路大华路交界的中山阁改现在造成了一家自助烧烤叫""牛皇叔""，刚开业不久，中午48元晚上58元，吃到撑死！虽然都是冻肉，烤起来味道也不差，而且这家人品种很多，各种肉菜鱼[花心]还有免费水果饮料供应！食肉兽和烤肉爱好者[阴险]你们懂的 via@吃货瓜"
3379,0,主页君，这是我趁我老公睡觉的时候帮他画的。
329,0,矮油~~~~好喜欢听胖子说英文~~~~看了一次又一次~~~~【视频：陈奕迅接受美联社独家专访  DUO世界巡回演唱会伦敦场即将开唱】 http://t.cn/zONRCtl  （分享自 @优酷网）
2978,1,【网络传东方卫视要拍《海贼王》真人版电视剧】朱梓骁饰蒙陆飞（蒙奇D路飞）张翰饰罗索隆（罗罗诺亚 索隆）苏醒饰山志（香吉士）王宝强饰吴硕蒲（乌索普）曾拍摄《加油！网球王子》的导演傅东育，在前不久已经购买了原作者尾田荣一郎的翻拍版权，还真是有点好奇#仅供娱乐#（★喜欢请关注@宅腐基精选）
1458,0,与国际电商团队在小米发售现场--新加坡米3首次发售成功后大家的欢乐笑脸
602,0,【三星否认用30辆卡车装硬币赔偿苹果10亿美元】有外媒消息称，前日，30辆装满5美分硬币的卡车停在了苹果公司的总部。在数分钟之后，蒂姆·库克(苹果公司CEO)收到一个来自三星CEO的电话，电话中解释道这就是他们将要支付给美国苹果公司的10亿美元的罚款。三星昨日回应称纯属虚构。（羊晚）
3286,0,【珠海数百人快闪怀念MJ】2011年6月25日，迈克尔-杰克逊逝世两周年，珠海掀起大型纪念MJ快闪行动。http://t.cn/aCxKfQ 
1640,0,They're so cute! 《复仇》（Revenge）三位主角 Emily VanCamp 和男友 Josh Bowman 以及 Gabriel Mann。7月21日西好莱坞。
517,0,#食遍汕头#路边小吃也可以很有爱，在华侨新村步行街发现了一家摆摊卖各种口味日式法式的可丽饼，点了一份草莓忌廉，猛咬一口，软皮下的忌廉细绵丝滑，配合着时令的草莓果香、底部未融的冰淇淋[馋嘴]那感觉真的是甜到心里去了~~ via@陈小婷婷婷婷
2783,1,"【美国调查发现易拉罐上的细菌比马桶多】一妇女喝了罐饮料,被送进医院,离开了世界.验尸死于於细螺旋体病,追踪她喝的饮料,是直接用罐对嘴饮用.实验证明罐头受到鼠尿感染细螺旋体病毒.鼠尿含有毒性和致命物质.因罐头运输过程没有清洗的.喝易拉罐一定要用吸管！请转给你关心的朋友。"
3204,0,[GIF]太喜欢买飞机这里的两段砍价了，两个人有商有量看起来特别和谐自然，而且一股子强烈的生活气息迎面扑来~貌似财政大权掌握在灿灿那啊，最后拍板定价都由灿灿首肯通过嘛哈哈[哈哈]不过掏钱的还是吴总。。。 cr:reficul1234
1651,0,#熊先生一周岁#我的熊宝宝在大家的关爱下已经马上要一岁了，这一年里面是大家一把屎一把尿把我的熊宝宝喂养大的，我们也会在熊先生的生日月带来各种活动，有跟跨界品牌之间的互动合作，有跟艺人之间的定制款，有跟潮流牌品的限定定制款，还有一系列回馈老顾主的活动，感谢熊粉！熊粉万岁！@熊先生品牌 
1988,1,【越南乳瓜】越南商务部发言人说：预计越南乳瓜2013年将全面流入中国的市场，流向中国千家万户的餐桌，你会想试下吃么？  ​
3211,0,淘米汪海兵演讲http://t.cn/a9TbyF，他很少见的吐露心声。感受：1、敏感，PM一定要爱生活，对社会敏感，才可能洞悉需求，诞生出直击人心让用户惊喜的产品；2、少琢磨理想本身，少抱怨身边问题，多采取行动改变，这个见汪对腾讯岁月的记录。相信那种真切的失落我们都曾有过，而也愿我们都能找到突破。
2434,0,有一只小猴子， 肚肚被树枝划伤了，流了很多血。它见到一个猴子朋友就扒开伤口说， 你看我的伤口 ，好痛。每个看见它伤口的猴子都安慰它， 同情它， 告诉它不同的治疗方法它就继续给朋友们看伤口。 继续听取意见，后来它感染死掉了。 一个老猴子说， 它是自己伤自己而死的。痛，说一次就复习一次「转 
1811,1,神秘】他们有钱，有权，有势，有名，唯一没有的就是安全感。一本美国护照好比传说中的软猬甲，金钟罩铁布衫，给他们一种贴身的安全感，使他们游走于正邪善恶间时刀枪不入，辗转腾挪时毫发无伤。美国护照真是一部通往武林至尊宝座必修的神功秘籍呀。杨澜终于承认自己是美国国籍的人大代表了。
2476,1,近日福建省泉州市警察局抓到拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。因他还小，说不清楚自己家的详细地址和家里的电话。天天哭着要回去，很可怜！只知道他是云南昭通市人！如果你认识他，麻烦你转告他家人到福建省泉州市公安局来接他。如果你不认识，麻烦你帮忙转发下。让他们一家团圆。谢谢！
85,1,【求辟谣】21日中午12点半至1点15分，新浪微博管理员徐某使用服务器带宽下载CL网爱情动作片42G左右，造成新浪微博无法访问，目前徐某已被停职，所下载的影片硬盘已被领导没收。（人家45分钟下了42G，果然是大公司）@老沉 by 北冥
1102,1,2013年新假币…………速速转发你身边的朋友，让他们别上当了。。。@江宁公安在线
2960,0,吃货标准：当完全吃撑的时候，普通青年会一脸空虚地埋怨“撑死我了”，吃货则一脸轻松“我歇会儿”  
745,1,【日本人惯用的手法】广州警方抓获的打砸抢劫罪犯资料公布显示----带头的两名打砸抢劫罪犯竟然是日本留学生，中文系的，凭借流利的中文混入游行队伍中造势。日本人的行为固然可耻，我们也要反思--在我们的媒体和民众都在呼吁理性爱国的同时，我们的游行队伍里到底充斥着多少日本人呢？@作业本@连岳
3305,0,人生的路上，我们都在奔跑，我们总在赶超一些人，也总在被一些人超越。人生的要义，一是欣赏沿途的风景，二是抵达遥远的终点；人生的秘诀，寻找一种最适合自己的速度，莫因疾进而不堪重荷，莫因迟缓而空耗生命；人生的快乐，走自己的路，看自己的景，超越他人不得意，他人超越不失志。 
2563,0,由Kunal Nayyar参演的CollegeHumor网站原创搞笑视频：http://t.cn/aK0SL3。Kunal在片中饰演一名成人网站的客服。提示：本片涉及成人话题。 [嘻嘻] PS：这是Kunal2010年的作品。CollegeHumor网址：http://t.cn/h6boli。这样的网站没被河蟹真是万幸啊。
1876,0,【GIF】下集预告胡迪诺动图 姿势实在是太贱了[哈哈]弄得悠悠跟过电了似地[心] 好期待明天
1848,0,八月六观音诞宜日行一善。提早出门。鼠勿粗心大意，牛利出门，忙碌，虎利签约，开会顺利，兔宜低调，多矛盾，龙宜把重要亊寫下来，蛇容易生气，馬容易破财，羊勿争论宜先耐心聆听，猴注意上司关糸，雞跑來跑去，琐碎事多，狗注意和伴侣不和，豬不宜張揭，慎言行。周一二上海，周三至周日广深州深圳香港
2852,0,在铺天盖地的官方消息传播中，很吊诡的一个现实是：到现在为止，@染香 ，@吴法天 ，@窦含章 ，@孔庆东 ，@司马南 都没有发布或转发这条消息，只有@司马南 对其家人的合影做了一条转评。
1562,1,2013年1月1日施行：1闯红灯，记6分，罚100。2酒驾，5年内不得再考取驾照。3不系安全带，记3分，罚100。4副驾不系安全带，记1分，罚50。5行驶途中拨打手机，记3分，罚100。6行驶途中抽烟，记1分，罚100。7有意遮挡号牌，记12分，顶额处罚。8超速驾驶，记6分。
1396,0,#深夜一脖#许多人问泰国哪个岛屿最好玩，我会毫不犹豫说安达曼海中的lipe岛，这个尚未完全开发的小岛，被四周水晶般澄澈的海水和自然原始珊瑚礁环绕，世界上25%的热带鱼遨游在岛屿周围水域间，只要浮潜，即能观赏色彩斑斓，形状怪异的珊瑚和鱼类，这种美感不是用言语，用防水傻瓜机能表达和拍摄出的。
986,1,李盟盟，21岁，河南开封县陈留四中学生，今年高考565分。因县招办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。河南省高招办回应，此事不予处理！李盟盟是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮她改变命运！试试能否创造奇迹！
3128,1,【新闻联播：火车盒饭只要5元！ 你吃过吗？】《新闻联播》记者亲身登上火车，报道火车上的东西一点都不贵。网友吐槽：“央视记者是怎么买到火车票的？”、“能不能别逗了？5元太能扯了！最便宜矿泉水都要五块以上，还能买盒饭？播新闻联播的人难道没做过火车？PS：继你幸福吗，央视又一大亮点~[汗]
1093,1,【无赖与无耻】 经证实，这个是姜瑜从发言台上说出口的，不是网友杜撰。 美国驻华大使馆不断发表北京空气质量低劣的报告， 为此中国外交部发言人姜瑜表示：“根据国际公约，众所周知美国使馆区是美国领土，他们在那里监测到的数据只能说明美国空气质量不好。”@杨锦麟
3189,1,【声音】赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪；曝光三聚氰胺的乳业打假第一人44岁的蒋卫锁遇害身亡；魔高万丈，道已沉睡？@郭晏平
3035,0,#夜读小札#年轻的我们心脏都是比较小的。一点苦难放进去，都显得大。长大了的人，心脏就变大了。即使更大的悲伤装进去，也照样可以冷漠的离开，平静的遗忘。所以忍耐吧。有天我们的心脏会长得比悲伤大。——寂地《踮脚张望的时光》
1621,0,見て。LEGO的数码相机。可爱！我喜欢拍照(*´v`) Look! This is my desital toy camera by LEGO. What a cute!! I like it!
2849,0,【河北纪检干部殴打出勤巡警续:当事人被免职调离】河北河间市纪检干部邢富强的妻子5月27日在饭店就餐时，与服务员发生纠纷，邢富强未能有效制止，还与十余名同伙殴打出勤民警。河间市委6月4日根据调查结果，决定免去邢富强现任职务，调离纪检监察机关，在全市通报批评。http://t.cn/ao8YGW
1388,0,【微型花园】里面的多肉都是真实的哦。微缩小景总是给人意外的惊喜！太赞了～[心]
1744,0,不要把烦恼带到床上，因为那是一个睡觉的地方；不要把怨恨带到明天，因为那是一个美好的日子；不要把忧郁传染给别人，因为那是一种不道德的行为；不要把不良情绪挂脸上，因为那是一种令人讨厌的表情……笑迎一切就能拥有未来!
3113,0,【乌兹别克斯坦赤字严重 政府发小鸡顶替工资】据外媒报道，因政府财政赤字严重，乌兹别克斯坦事业单位的工作员日前收到了一群塞尔维亚小鸡作为他们工资的一部分。当局表示，该做法很成功，他们还将在其他地区推广这项举措。此外，他们还在考虑用乌克兰小牛来代替政府津贴。http://t.cn/zONtOY4
2012,1,原来周喜军不是真正的凶手，他是替儿子顶罪。真正的凶手是他的儿子周磊。
3248,1,东街口啊   我都想参加了  哈哈@庄宇希是个安静的疯子 @95Cherish小鸡 @-翁晓炜999
809,0,我觉喜欢吃的女孩都是可爱善良的，我实在想不通那些让自己女朋友少吃点的男人脑子是哪进屎了，别人让你少cao点，你愿意吗？要知道，吃东西是排在性前面的人类原始欲望啊，尤其生在中国这个吃的国度[睡觉]
558,0,看这场景我他妈真要崩溃了！！！狗狗状态大不如前，经过多次搬运折腾，好多明显已经丧失了活下去的意识，搬运走，路上颠簸受罪，不搬走的，晚上山上太冷没电没水又要死一批，怎么办怎么办？！重庆有市民愿意养狗么？虽然他们不名贵，但是给他一个家，好吗？！！！ 我在:http://t.cn/zYmWLFs
2069,0,第17届#釜山电影节#开幕红毯，汤唯紫色长裙优雅高贵亮相，组图：http://t.cn/zlXqV6y 另有文根英、金雅中、金莎朗、裴素恩等高清美图。关注@新浪韩娱 微博直播，查看更多：http://t.cn/zlfgltQ
923,1,【石原太慎，儿子不慎，天断其后，太君伤心】伟大的日本民族主义头子、国有购买钓鱼岛发起者、南方系精神偶像，石原慎太郎－－不是他－－是他儿子石原延启，今上午不慎爬山坠崖摔死，军国主义这回可能真绝后了，大家抬头致哀低头偷着乐吧。另，请关注南方系会用什么方式悼念吧。ttp://t.cn/zWdeAa0
2018,0,年轻时总想做最轻松、能最快有成的工作，都蜂拥去演艺界，或者微博发高论想做言论领袖。但人秉性能力各有不同，除了当言论领袖较容易却不能当饭吃，演艺也需要真本事。任何行业只要你做到最好，都不得了。如厨师做到大董也不得了了。古语说：“业无高卑志当强，男儿有求安得闲。”选特长能专注勤努力。
2218,1,[话筒]【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~ By曼布网
2223,0,【大蒜黄油烤鲜虾】黄油+蒜末+大虾，再洒几滴柠檬汁，就是有滋有味的一顿了。每次发烤箱菜谱，总有人问能不能用微波炉代替。这个菜估计可以用微波炉代替，材料一样，放进微波炉专用盒里，盖上盖，时间自己拿捏。
2660,1,【网传李天一案女主角撤诉】据某著名编辑透露，李天一案女主角撤销控诉，已达和解意向。因未满18岁，且当时已醉酒，被重判的可能性极低，经李天一等人家长的奔走，最终联系上女孩父母进行“长谈”，受害人终得到包括落实北京户口、工作及一套住房。#网友：原来京城的户口是可以用来轮奸的！#
72,0,【沟通漏斗】#销售界#一个人通常只能说出心中所想的80%，但对方听到的最多只能是60%，听懂的却只有40%，结果执行时，只有20%了。你心中的想法也许很完美，但下属执行起来却差之千里，这是由＂沟通的漏斗＂造成的，因此你必须采取适当的方法，去克服这一＂漏斗＂现象。@聚焦管理 @李太林-绩效导师
2864,1,早听说过小龙虾脏，但是不知道这么脏啊！幸亏嫌麻烦不爱吃。【转帖!震惊!!!】 日本人为什么不吃小龙虾！为了家人的健康分享它。         有日本的客户来，一起约去吃饭。无论怎样劝都不吃小龙虾... http://t.cn/zTpR7Q4 （使用新浪长微博工具发布 http://t.cn/zOXAaic）
1007,0,BRAND名牌誌:沒看過怪獸穿成這樣吧？為了拍攝男性名牌圖鑑2012-2013秋冬版，服編借來一堆超好看的名牌新裝，怪獸穿得好開心啊~~~ (原圖1181X1772)
793,0,【GIF】穆勒……总是乐……德媒说：欧冠决赛前，穆勒特意练了20分钟罚点球……可惜没用上，诺伊尔罚点前，穆勒给予了大声鼓励……当季莫什丘克不愿罚点球时候，穆勒对他大声斥责以激励他斗志……当小猪罚失点球的时候……穆勒又去安慰队长……靠谱的穆勒不是队长却做了队长的工作…（点查看大图）
3259,1,祝愿小日本的「贞子3D」票房为0！
2175,1,朋友的老公前天在王府井地下车库取车的时候发现车的两侧倒视镜上各有一只小黄鸭，他没敢开车，找了一个保安过来，让保安把两只小黄鸭拿走，结果保安拿了小黄鸭子以后，没走几步就晕倒了。后来经过保安盘查，发现地库里其他很多车也被别了鸭子，他们当时就报警了。下图为当时拍的照片。
2050,1,（转）图为一女大学生求职无门而对社会绝望了，赤裸身体爬上高压线自杀身亡。http://t.cn/bleIH
2014,1,【心灵】脚伤照片出来了，不多说了，刘翔，英雄。 质疑刘翔作秀的人，请闭嘴！！！刘翔我们支持你！还有陈一冰，你也是我们心中永远的冠军！这次奥运有太多的心酸，你们永远是我们的骄傲！ 请大家顶起来，让感动常在！ ​
45,0,"【深圳一市民3万买的山地车 10多分钟就丢了】深圳的胡先生3日到中国电信蛇口营业厅办理业务,将价值3万“左撇子”山地车停放在门口,10分钟后不翼而飞.胡先生当即报案,他曾要求立即调看监控录像.""但民警说太忙,要改天看.""http://t.cn/zOKLXhN （南方都市报）震惊君感叹:看来不是外国人估计很难找回来了！"
2474,0,找女朋友不要要求太高了。又美又会做饭的，那是美的电饭煲。又可爱又永远不会老的是樱桃小丸子。又经济独立又以你为中心的那是你妈。又美又可爱又会做饭又永远不会老又经济独立又以你为中心的是正用美的电饭煲想当妈的樱桃小丸子。
2023,0,一个人爱不爱你，其实都不那么重要，结婚不等于幸福，单身也不意味着不幸，因为我们出生时就一个人，最终也不可能同时离去，一个人过，只要心态好，那就是一种幸福，就这么简单。丨转 
2519,1,#爱#四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷给孩子们添加些棉衣寄过去吧。爱
1666,0,#中国之声#23点，品味夜视觉：▲武汉“城管革命”考核纳入交通秩序，私家车乱闯红灯、行人乱穿路口将被抄告至单位或社区。如此惩罚，是否确有必要？▲上海大学取消接迎接新生班车，引导新生乘坐公共交通报到引发热议，“独立性”应当是大学教育的第一课吗？
2737,1,转：全国政协委员、北京中华民族博物馆馆长王平建议不鼓励农村孩子上大学。认为农村孩子身上有很多坏毛病，上大学城市孩子会被影响，也会变坏！认为他们即使留城也是二等公民！中央必须采取行政手段禁止农村小孩上大学…网评：王委员这样自高自大，信口开河，还是尽早下台，去做你的一等公民吧！
2295,0,【单反相机手动拍摄技巧】用专业的摄影技术将最美好的瞬间记录下来~ 速度mark ~~~ [耶]掌握摄影技巧， 做摄影达人就关注@照片这样拍
413,1,家乐福发生突发事件，营业时间所有出入口用铁门封闭，不许进不许出，原因是一名女士在结账时跟在身边的孩子突然失踪，幸亏及时报警，家乐福立刻封闭所有出入口寻找孩子，后来孩子在二楼卫生间找到，头发被剃光，衣服已经被换掉，人口贩子不知去向，团伙作案手法迅速，请大家出入公共场合务必带好孩子
1946,1,【看看如何糟践老百姓捐的救命钱】
834,0,上大学时曾看过休谟的《人性论》，没啥特别感觉。最近再看感受已大不相同，不看透人性，其实看经济和政治时往往缺乏方向感和纵深感。平常看新闻和时讯的时间太多，这些东东只有信息价值，几乎没有任何思想价值。白天上班忙于公司事务，晚上灯下才有静思的心态。时间如同资本，永远处于高度稀缺的状态。
3213,1,雅安总人口153万， 三星苹果富士康三家共捐款加起来是1亿6000万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢。 给老百姓们的钱呢? 修竹
1976,0,[围观][围观][围观]即日起，关注城市英雄长沙店，转发国庆节[给力]中国POWER[给力]主题微博，评论晒出你的最具POWER的爱国宣言[good]，就有机会获得城市英雄游戏币50枚喔。[花心][鼓掌][花心][鼓掌][花心][鼓掌]
3317,0,"TVXQ France 暂时只救回了图,18号场的红海.擦!这位子拍出来的视频肯定嗲啊┭┮﹏┭┮"
1505,1,【新版假币又来了[闪电]】开头是CE86和CH31，这次仿真水平超过HD90版。100元编号CE86、CH31、HB90、WJ1开头均为假币。50元编号FA开头的均为假币。10元编号AB77、AB88、AB99开头的均为假币，请转发给你的朋友，让更多的人知道。@袁裕来律师 @2条新闻 @大藏布 @全震动 @观点联播V @焦点联播 @甘元春律师
816,0,【陆丰一民警持假身份证经商被查实】广东陆丰市公安机关纪检部门４日称，该市公安局党委委员赵海滨持假身份证办企业、投资房地产、向法院提交伪造虚假房产证一事部分被查实。赵海滨持有名为“赵勇”的身份证已被珠海市公安机关注销，赵海滨及其亲属拥有１７０多套房产问题尚待查证。记者詹奕嘉、黄浩苑
1116,0,【爽·新闻】凤凰娱乐讯 http://t.cn/zOpYk5J 第31届香港电影金像奖，内地女星嘉宾郑爽白裙亮相红毯，也是红毯上第一个讲普通话的嘉宾心态很好，超级不紧张。而今晚郑爽装扮青春，与众不同的百褶裙透露着学生气息，为红毯记者留下了深刻的印象。#郑爽#(今天继续刷美图[偷笑])
2054,0,知道《人民日报》社有多赚钱吗？在人民网公布的招股书中，人民日报社的业绩首次公布，截至2011年12月31日，人民日报社未经审计总资产65.3亿元，净资产37.9亿元，2011年营收31.7亿，净利润3.57亿。人民网股票代码603000，将于4月10日-13日现场路演，4月下旬有望在上交所上市。
1359,1,这是普陀山，你信吗?以后黄金周拒绝一切国内行，要么出国要么宅家!
3257,1,中国开始立法实行一妻多夫制：鉴于中国男多女小，相关部门开始制定措施。实行一妻多夫制，由于现在90后男女比相差太大，如果按照以前的一夫一妻制度，将会有38.86%的男性会单身，这样会导致21世纪新一轮的“离婚热”这次将是离婚率最大的一次，实行一妻多夫制，这样可以避免38.86%的男性遭遇“无妻烦恼
3048,1,杨澜昨天终于承认了自己的美国籍身份。她理直气壮地说：“虽然我入了美国籍，但我出身于中国，所以从原产地角度而言，我不出席美国的两会而出席中国的两会是天经地义的”​
1818,1,【请为这位小女孩点上一支[蜡烛]】 这位戴着眼镜努力往前跑的1035号小朋友，今年8岁。在东部时间4月15日下午2点30分，波士顿马拉松爆炸事件中失去了生命小宝贝，天堂的路没有恐怖袭击，天堂的路可以自由奔跑 主页君很伤心很愤怒！！！[泪]
718,0,#2013澳网# 在刚才的双打比赛中，小德穿着医生服突然现身，医疗叫停三分钟！德医生这是闹哪出？
3034,0,【青春碎语】#时光语录# 陆：“人在城市待久了，我们的视野被高楼大厦，挤得只剩下一条缝，稍有闪失，就像是天崩地裂，回到大自然里，心胸顿时会开阔，就会让你反思，自己烦恼的根源，以后再来看，就会变得不值一提。” 明天12点，剧迷考试，请自备纸、笔、屏！晚安！ 推荐@冰雨是爱哇爱家的妹纸
2064,1,1988年3月13日，四川石棉县发生森林火灾，石棉中学组织学生扑火，因火势太大，县里用车将学生强制送下山，学生周伟等三人强行下车执意不走，后火势蔓延，周伟和王海匆匆逃离，而另一学生高度近视，惶恐中在火海中罹难。县宣传部长原为罹难学生父亲部下，后将事迹通报中央，“赖宁的故事”广为传播。
2051,1,【超市手推车插入式摆放宛若同性爱姿势，专家建议取缔[汗]】教育专家王建立近日指出，超市的手推车从后面一个个插入的摆放方式，让他看到就脸红。这样的摆放容易让人想入非非，孩子去一次超市就相当于看一次A片。他进一步指出，手推车还是更恶俗的群P，危害无穷，必须取缔！[吃惊]
1112,1,传言！不知真假！中国著名表演艺术家、中国一级演员 赵本山 于2013年4月3日晚23时在北京协和医院突发心肌梗塞，由于抢救不及时身亡，享年64岁。　　　[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]　　　　 　　 　　　　 　　　　
1182,1,中国红十字会是世界上唯一没有加入世界红十字会的组织，因为加入就必须在人员安排、管理、行动上符合国际红十字会的规程，并且账目必须向国际红十字会公开，中国政府以干涉内政为由拒绝加入，用这个无耻的借口逃避公众的监督，为其官员贪腐大开方便之门。说到底中国红十字会是伪红十字会！@K歌快乐 
2196,1,在twitter上看到今天中午新浪微博抽风的解释：“21日中午12点半至1点15分，新浪微博管理员徐某使用服务器带宽下载CL网爱情动作片42G左右，造成新浪微博无法访问，目前徐某已被停职，所下载的影片硬盘已被领导没收。（人家45分钟下了42G，果然是大公司）” #感觉无力再爱了#
1340,0,【iPhone 4：我爱你，iOS 7.1】iPhone 4和4S在iOS 7上一直出现不流畅的问题。苹果今天的iOS 7.1更新日志里：iOS 7.1增强了iPhone 4的性能，这一条说明让很多iPhone 4用户都泪流满面，终于可以让iPhone 4体验一下“丝般顺滑”的感觉。来看外媒arstechnica的体验→http://t.cn/8shYV8K
2004,0,据说今天是北京T3航站楼里面的星巴克最后一天营业，明天就没有了，因为机场把年租300万涨到了600万，现在的合同今天到期。按照平均每杯30元，每天营业12小时计算，按照北京机场T3新租金600万计算，星巴克要每小时出品45杯咖啡才能在营业额上和房租持平，这还不算任何其他成本。
890,1,#腾讯偷拍事件#国内大型互联网企业腾X某事业部办公室男洗手间摊上大事了…接报警察已经到场封锁了涉案人员的计算机，在硬盘内搜到大量盗摄的男性PP照片，绝大多数是同层办公的腾X员工，怕怕，男厕已沦陷，在这基情四射的世界里，男纸们，保护好自己的PP吧！[汗]@娱乐圈Dong
1251,1,因为2块钱，特警暴打司机，随即被司机一招KO！！貌似死了。在外面别太横，你不知道谁是BOSS！http://t.cn/zlznn1p
3065,1,北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院，享年53岁。如果他给你的童年带去了无数欢乐，请默默的转发，让更多人祝愿猴哥一路走好！[蜡烛][蜡烛][蜡烛]永远的猴哥一路走好。 我在:http://t.cn/zY1iRG3
710,0,很有爱的石头抱枕。
1364,1,【司机朋友请注意！！！】： 如果晚上驾驶汽车经过漆黑路段时，受到鸡蛋攻击，千万不要启动喷水功能和开动雨刷。因为鸡蛋参水后将呈现白色，阻挡视线高达92.5％，你将被迫停在路边而成为劫匪的囊中物，这是歹徒最新技俩，应迅速驰离危险区域再做处理。转给自己身边的朋友亲人
2007,0,【李娜爆冷不敌佩内塔无缘决赛】美国当地时间3月14日，2014赛季巴黎银行公开赛继续进行，头号种子、中国金花李娜整场比赛都被失误困扰，最终以6-7(5)/3-6爆冷不敌佩内塔遗憾无缘决赛，职业生涯首次闯进强制顶级赛决赛的佩内塔将与阿-拉德万斯卡争夺冠军http://t.cn/8sA3Vdl
2576,0,#阿森纳真心粉#，还是沪M牌照的，屌丝粉速速退散！
192,1,#回龙观关注# 赶紧检查一下你家里的牙膏，如果是黑色条赶紧扔掉！买牙膏时注意牙膏管反面底部的颜色条。今天才知道，原来颜色条有含义啊！尽量选择绿色和蓝，共分4种: 绿色:纯天然； 蓝色:天然+药物； 红色:天然+化学成分； 黑色:纯化学。罐子们快看一下你的牙膏是什么颜色？ 转自：遐想的叶子
768,0,酒店里随便一个电插座的设计感也这么强...
1225,0,推荐≪华尔街日报≫今天出版的特别专题“人民币的崛起”。世界各地的记者从各个侧面对人民币在全球经济中的角色演变进行了深度分析与报道。http://t.cn/aoXXlY
2186,0,我人生中的第一张披萨，在进烤箱之前，生生被几个一天没吃饭的雌性食肉女青年变成了混合香肠牛肉切糕，5555，而且，负责买菜小分队竟然只顾着买肉，啥摆盘用的菜都没给我买，彻底崩溃.....事实上，什么文艺调调遇到了饥饿，都算个*****%￥……啊！[弱]
2237,1,[可怜][可怜]求扩散，帮朋友的朋友转的！今天上午她朋友的同学的同事的女儿在（东莞大朗）大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我朋友同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！
2266,0,【华为基层员工薪酬上调：研究生起薪10000 本科生9000】华为台湾总代理讯崴技术无线终端产品部副总经理谢明宏表示：华为中国内地基层员工，研究生起薪从7000、8000元上调至10000元，本科生(大学生)起薪从6000元调至9000元。目前华为全球员工已经达到16万人。http://t.cn/z8H1Br0情何以堪，泪流满面[泪]
987,1,一直觉得文章的道歉笔触和口吻有些似曾相识，于是我苦思，我冥想，终于想起来了，当年高晓松酒驾那次，曾写过这样动情的文章，如今，文章同学把前辈墨宝翻了出来，编剧和抄袭了高同学的文章，一时间，文章的这篇文章便登上了网上的热门文章，历史就是这样：天下艺人皆同路，天下文章皆文章……
3100,1,【社会生活】#十动然拒# 全班29名男生为挽留唯一女生遭拒后集体自杀 武汉科技大学2012级采矿班共30人，其中男生29人，惟一的女生是毫无争议的班花。而学期开学班花提出转业，29名男生集体写情书挽留班花，班花十分感动，但为了前途还是拒绝并转走了，酿成了此次集体自杀的悲剧http://t.cn/zYFzRzl
1843,0,#豪车讯# “不知道有没有人看过今年初在迪拜的一个街道赛上，Juke-R折磨各路超跑的视频。用跨界车代替GT-R参加比赛，日产敢这么做，是因为这辆小怪兽的‘心’，可是从战神那里拿过来的。”《怪兽外表战神心 日产Juke-R宣布投产》 全文：http://t.cn/zOHJAWu @东风日产GT-R http://t.cn/zOcUuRy
1803,1,地壳qiao改为地壳ke，阿e房pang宫改为阿a房fang宫，心宽体胖pan改为心宽体胖pang，新华字典的最新修正让我们高中都白学了。。。😲😱
459,1,云南一只母猪生下8个小孩=震撼全世界！[抓狂] 详情请点地址》 http://t.cn/zWsisGu
1863,0,我对韩寒的批评基本都集中在学术和一般的行为规范范围：韩三篇，麦田对他质疑时的风度与表现，分量最重的，也不过是当年萌芽参赛的程序问题。我主张维护方舟子质疑的权利，但也不完全赞成舟子所有的质疑内容。所谓韩黑方粉都谈不上，你们尽可排队如伙，宣誓效忠。但是我，练的是迷踪拳，逍遥派。
